freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction(%)
FL250615,Dana Sanders,Female,45,Netherlands,Dutch,Machine Learning,27,75,0.0,1,85
FL250616,Daniel Quinn,Male,57,Indonesia,Indonesian,Graphic Design,26,100,2.4,1,78
FL250617,Matthew Steele,Male,38,Turkey,Turkish,Blockchain Development,19,40,0.0,1,86
FL250618,Michele Taylor,Female,42,Russia,Russian,DevOps,24,40,2.5,0,88
FL250619,Ashley Hammond,Female,30,South Africa,Afrikaans,DevOps,7,30,3.3,1,68
FL250620,Nicole Taylor,Female,43,Australia,English,Web Development,13,100,1.4,1,97
FL250621,Casey Bush,Male,22,Egypt,Arabic,UI/UX Design,2,75,1.7,0,91
FL250622,Samuel Patterson,Male,57,Mexico,Spanish,Machine Learning,37,30,4.8,0,64
FL250623,Craig Dennis,Male,44,United Kingdom,English,Graphic Design,1,40,4.8,0,97
FL250624,Heidi Dixon,Female,46,China,Mandarin,DevOps,5,30,2.0,1,64
FL250625,David Bishop,Male,40,Spain,Spanish,Blockchain Development,1,50,2.8,0,87
FL250626,Laura Butler,Female,34,Australia,English,Data Analysis,2,100,0.0,0,86
FL250627,Denise Erickson,Female,46,Italy,Italian,Mobile Apps,9,100,4.4,1,97
FL250628,Nicole Austin,Female,22,France,French,Blockchain Development,0,30,4.9,0,73
FL250629,Summer Williams,Female,23,South Africa,Afrikaans,AI,0,75,2.3,1,60
FL250631,Thomas Wall,Male,20,Canada,English,DevOps,9,75,4.3,0,90
FL250632,Sarah Anderson,Female,41,South Korea,Korean,UI/UX Design,23,75,1.4,0,64
FL250633,Christian Lane,Male,24,France,French,Mobile Apps,0,100,2.5,0,64
FL250634,Todd Casey,Male,44,Netherlands,Dutch,Machine Learning,4,40,1.3,1,77
FL250635,David Martinez,Male,52,China,Mandarin,UI/UX Design,4,75,2.3,1,79
FL250636,Donald Salas,Male,35,Spain,Spanish,Machine Learning,13,40,3.6,0,83
FL250637,Emma Hicks,Female,24,Netherlands,Dutch,DevOps,2,50,2.5,0,64
FL250638,Alison Clark,Female,46,Australia,English,Cybersecurity,25,100,1.3,0,80
FL250639,Andrew Barnes,Male,57,Mexico,Spanish,Mobile Apps,18,30,1.1,0,90
FL250640,Gina Snyder,Female,49,Mexico,Spanish,Web Development,24,50,0.0,0,94
FL250641,David Watson,Male,41,Japan,Japanese,AI,7,40,1.8,0,70
FL250642,John Davis,Male,22,Mexico,Spanish,Machine Learning,1,20,2.5,1,75
FL250643,Joseph Thomas,Male,50,Australia,English,Blockchain Development,17,75,3.3,1,69
FL250644,Dean Finley,Male,57,Germany,German,Graphic Design,4,30,4.2,0,64
FL250645,Ashley Kemp,Female,47,Mexico,Spanish,AI,29,50,2.5,1,79
FL250646,Kenneth Evans,Male,24,South Africa,Afrikaans,Data Analysis,2,100,3.8,1,71
FL250647,Brandon Newman,Male,40,India,Hindi,Cybersecurity,9,100,4.8,1,72
FL250648,Katie Hensley,Female,50,Germany,German,DevOps,10,100,4.3,0,93
FL250649,Joel Randolph,Male,46,Brazil,Portuguese,Machine Learning,20,40,4.8,1,82
FL250650,Andrew Scott,Male,51,Australia,English,Cybersecurity,9,40,2.5,0,60
FL250651,Zachary Ochoa,Male,51,United Kingdom,English,AI,12,20,4.0,0,93
FL250652,John Arroyo,Male,27,United Kingdom,English,AI,3,50,2.5,0,64
FL250653,Matthew Fernandez,Male,42,Spain,Spanish,Web Development,13,30,0.0,0,74
FL250654,Benjamin Stark,Male,25,Germany,German,UI/UX Design,4,40,2.3,1,73
FL250655,Tammy Greer,Female,32,Germany,German,Data Analysis,9,75,2.5,0,96
FL250656,Cynthia Mckinney,Female,59,Canada,English,Graphic Design,14,30,3.8,1,66
FL250657,Wendy Rice,Female,59,France,French,Cybersecurity,37,30,4.0,0,62
FL250658,Randy Bender,Male,29,Germany,German,Graphic Design,2,75,2.2,1,85
FL250659,Richard Dominguez,Male,58,China,Mandarin,AI,11,100,4.3,0,66
FL250660,Melissa Maldonado,Female,56,Canada,English,Cybersecurity,19,20,0.0,0,87
FL250661,Leah Harris,Female,36,United States,English,Machine Learning,9,20,0.0,1,68
FL250662,Lynn French,Female,52,Canada,English,UI/UX Design,16,100,4.0,1,64
FL250663,Angela Johnson,Female,42,Netherlands,Dutch,Mobile Apps,8,50,2.5,1,64
FL250664,Sarah Edwards,Female,59,India,Hindi,Mobile Apps,34,100,2.0,1,79
FL250665,Roy Collins,Male,33,Netherlands,Dutch,Mobile Apps,5,50,4.7,1,88
FL250666,Samantha Porter,Female,55,Canada,English,Web Development,14,50,3.6,1,81
FL250667,Juan Elliott,Male,47,South Korea,Korean,UI/UX Design,17,50,1.2,0,64
FL250668,Elizabeth Phillips,Female,29,Mexico,Spanish,AI,10,40,4.4,1,67
FL250669,Laura Evans,Female,30,United Kingdom,English,DevOps,8,100,1.4,1,62
FL250670,Amanda Mitchell,Female,25,Canada,English,DevOps,1,30,3.2,0,87
FL250671,Sandra Williams,Female,28,Egypt,Arabic,Cybersecurity,10,40,3.8,1,98
FL250672,Eric Johnson,Male,29,South Korea,Korean,Blockchain Development,0,75,1.5,1,64
FL250673,Javier Hobbs,Male,30,Spain,Spanish,Graphic Design,4,40,2.8,1,71
FL250674,Jacob Jones,Male,47,Egypt,Arabic,AI,2,50,2.7,0,96
FL250675,Zachary Murphy,Male,34,Australia,English,Blockchain Development,10,30,3.9,1,64
FL250676,Joshua Owens,Male,45,United States,English,Graphic Design,16,100,4.6,0,78
FL250677,Dawn Mitchell,Female,56,Spain,Spanish,Cybersecurity,27,20,2.2,0,70
FL250678,Regina Dunn,Female,49,China,Mandarin,DevOps,20,50,2.5,0,82
FL250679,Ernest Cole,Male,48,France,French,AI,10,40,3.1,0,64
FL250680,Hannah Sanders,Female,29,South Korea,Korean,Graphic Design,0,20,2.5,1,99
FL250681,Ellen Bowman,Female,49,Netherlands,Dutch,Web Development,11,75,3.8,1,93
FL250682,Nancy Moore,Female,22,China,Mandarin,Blockchain Development,1,100,4.8,1,75
FL250683,Joseph Wood,Male,52,Mexico,Spanish,Graphic Design,30,100,2.5,1,61
FL250684,Michael Harrell,Male,60,Canada,English,Blockchain Development,7,30,0.0,0,97
FL250685,Connie Mcclain,Female,33,Japan,Japanese,UI/UX Design,0,100,1.7,1,95
FL250686,Matthew Baldwin,Male,52,South Korea,Korean,Graphic Design,21,40,4.0,1,69
FL250687,Danielle Nelson,Female,25,Germany,German,DevOps,7,100,1.9,0,63
FL250688,Steven Moore,Male,33,Japan,Japanese,Cybersecurity,9,30,4.4,1,65
FL250689,Megan Hudson,Female,33,China,Mandarin,Mobile Apps,9,40,4.2,1,90
FL250690,Lisa Johnson,Female,52,Canada,English,UI/UX Design,25,100,4.8,0,64
FL250691,Tracy White,Female,20,Indonesia,Indonesian,Web Development,1,30,2.0,0,89
FL250692,Natalie Diaz,Female,43,Russia,Russian,Data Analysis,7,50,2.5,1,80
FL250693,Amanda Mitchell,Female,31,France,French,Mobile Apps,9,50,1.4,0,80
FL250694,Karen Scott,Female,29,Germany,German,Data Analysis,6,100,1.8,0,64
FL250695,Mary Brown,Female,53,South Africa,Afrikaans,Graphic Design,35,40,0.0,1,67
FL250696,Jon Jones,Male,38,India,Hindi,Mobile Apps,1,40,0.0,0,96
FL250697,Jason Phillips,Male,29,Spain,Spanish,Graphic Design,9,20,0.0,0,90
FL250698,Eric Walsh,Male,42,South Korea,Korean,UI/UX Design,0,40,3.9,0,62
FL250699,Carol Schneider,Female,54,United States,English,Machine Learning,9,100,2.5,0,72
FL250700,Juan Hines,Male,56,China,Mandarin,UI/UX Design,18,50,4.4,1,83
FL250701,Martha Sweeney,Female,47,Turkey,Turkish,Graphic Design,22,100,4.4,0,70
FL250702,Jason Weaver,Male,45,Russia,Russian,Blockchain Development,25,50,0.0,0,99
FL250703,Benjamin Stevens,Male,45,China,Mandarin,Data Analysis,6,50,1.4,1,97
FL250704,Daniel Lopez,Male,35,Canada,English,Machine Learning,10,20,3.2,1,77
FL250705,John Simpson,Male,51,Canada,English,DevOps,4,50,2.0,0,92
FL250706,Katrina Schultz,Female,34,Spain,Spanish,Mobile Apps,11,50,3.3,1,76
FL250707,Danielle Bell,Female,51,Indonesia,Indonesian,Graphic Design,1,50,0.0,1,97
FL250708,Jason Brady,Male,58,Egypt,Arabic,Graphic Design,35,100,2.3,1,64
FL250709,Megan Bright,Female,36,Netherlands,Dutch,Web Development,17,20,0.0,1,99
FL250710,David Griffin,Male,40,Russia,Russian,AI,12,30,2.6,1,64
FL250711,Michael Clark,Male,56,South Africa,Afrikaans,Machine Learning,30,40,3.3,1,82
FL250712,Rebecca Barker,Female,58,Canada,English,Cybersecurity,20,75,3.6,1,78
FL250713,Angela Smith,Female,58,United States,English,Cybersecurity,22,100,3.7,0,64
FL250714,Christina Wright,Female,54,United Kingdom,English,AI,32,20,3.4,0,64
FL250715,Todd Turner,Male,53,Australia,English,UI/UX Design,9,50,4.0,1,72
FL250716,Elizabeth Green,Female,43,Australia,English,Web Development,22,40,4.5,1,64
FL250717,Alex Smith,Male,44,South Korea,Korean,Machine Learning,1,75,4.3,1,64
FL250718,Shane Hale,Male,34,Canada,English,Cybersecurity,4,75,4.0,1,64
FL250719,Kathy Grimes,Female,27,Brazil,Portuguese,Mobile Apps,8,50,1.6,1,64
FL250720,David Cherry,Male,50,Japan,Japanese,Data Analysis,3,100,0.0,1,64
FL250721,Rachel Rogers,Female,52,South Korea,Korean,UI/UX Design,30,75,2.5,0,94
FL250722,Travis Braun,Male,57,Spain,Spanish,Blockchain Development,11,20,4.9,1,64
FL250723,Shawna Palmer,Female,53,Mexico,Spanish,DevOps,8,20,2.8,1,64
FL250724,Bradley Gaines,Male,51,Turkey,Turkish,UI/UX Design,11,30,3.6,1,77
FL250725,April Ford,Female,37,Canada,English,Cybersecurity,9,50,2.5,1,84
FL250726,James Gonzalez,Male,40,Spain,Spanish,Web Development,7,40,4.5,1,79
FL250727,John Castillo,Male,60,Japan,Japanese,Data Analysis,24,40,3.1,0,69
FL250728,Ian Hayes,Male,60,France,French,UI/UX Design,0,40,4.9,1,68
FL250729,Christine Castro,Female,53,South Korea,Korean,UI/UX Design,21,30,4.2,1,73
FL250730,Jessica Chaney,Female,20,Mexico,Spanish,Blockchain Development,0,75,3.2,1,74
FL250731,John Gray,Male,42,Russia,Russian,Web Development,7,20,2.5,0,100
FL250732,Shane Booker,Male,21,United Kingdom,English,Mobile Apps,3,40,0.0,0,87
FL250733,Kyle Hall,Male,39,Germany,German,Web Development,21,100,2.2,0,79
FL250734,Ronald Munoz,Male,32,India,Hindi,Blockchain Development,9,30,1.5,0,68
FL250735,Christopher Long,Male,35,Germany,German,Data Analysis,9,100,2.5,0,84
FL250736,Sandra Ali,Female,35,France,French,UI/UX Design,17,50,3.1,0,71
FL250737,Jessica Garza,Female,23,Argentina,Spanish,UI/UX Design,0,75,0.0,0,92
FL250738,Gregory Waters,Male,26,Netherlands,Dutch,AI,6,100,2.5,0,69
FL250739,Misty Adams,Female,34,Canada,English,Machine Learning,3,40,0.0,1,71
FL250740,Megan Brown,Female,34,Germany,German,Blockchain Development,3,40,2.5,0,77
FL250741,Gregory Brown,Male,57,Italy,Italian,Web Development,31,50,3.0,1,87
FL250742,Scott Alexander MD,Male,46,Canada,English,Web Development,5,30,2.6,0,76
FL250743,Eric Nguyen,Male,55,India,Hindi,AI,37,75,4.1,0,64
FL250744,Wendy Boyer,Female,32,Australia,English,DevOps,10,50,1.5,0,65
FL250745,Mark Clark,Male,53,Indonesia,Indonesian,AI,28,50,2.9,1,82
FL250746,Carl Kline,Male,59,Mexico,Spanish,AI,0,100,0.0,1,87
FL250747,Linda Williams,Female,44,Netherlands,Dutch,Machine Learning,19,40,4.9,0,100
FL250748,Jason Edwards,Male,35,Egypt,Arabic,Blockchain Development,9,50,3.0,0,71
FL250749,Madison Mcintosh,Female,42,China,Mandarin,Machine Learning,5,30,4.9,1,87
FL250750,Desiree Winters,Female,58,South Korea,Korean,Blockchain Development,0,30,4.6,0,70
FL250751,Ryan Taylor,Male,41,Netherlands,Dutch,AI,21,100,2.2,1,83
FL250752,Patricia Scott,Female,40,Argentina,Spanish,Web Development,0,40,2.5,1,74
FL250753,Erin Jimenez,Female,23,Canada,English,Blockchain Development,0,30,1.1,1,86
FL250754,Anthony Krause,Male,51,China,Mandarin,Blockchain Development,17,40,4.5,1,72
FL250755,Diane Dean,Female,42,France,French,AI,21,40,2.5,1,73
FL250756,Stuart Mckinney,Male,26,Japan,Japanese,Data Analysis,7,75,2.9,0,78
FL250757,Kellie Le,Female,49,Indonesia,Indonesian,AI,22,75,0.0,1,64
FL250758,Lauren Henry,Female,37,Italy,Italian,DevOps,9,75,3.5,0,75
FL250759,Brandon Fox,Male,31,Australia,English,AI,1,40,4.5,0,96
FL250760,Richard Smith,Male,51,South Korea,Korean,Mobile Apps,5,40,1.7,1,61
FL250762,Gilbert Mcintyre,Male,51,Canada,English,Blockchain Development,19,50,2.5,1,82
FL250763,Christopher Sparks,Male,37,Germany,German,Graphic Design,12,40,4.9,1,80
FL250764,Aaron Hicks,Male,52,India,Hindi,Blockchain Development,7,40,2.2,1,96
FL250765,Jose Patterson,Male,27,Indonesia,Indonesian,Blockchain Development,4,20,2.5,0,63
FL250766,Bryan Long,Male,48,Australia,English,Graphic Design,24,40,2.2,0,67
FL250767,Tammy Gomez,Female,22,Japan,Japanese,Data Analysis,1,30,3.3,1,61
FL250768,Diana Raymond,Female,48,Germany,German,Mobile Apps,28,30,4.9,0,77
FL250769,Jessica Armstrong,Female,54,United States,English,Mobile Apps,19,75,0.0,1,64
FL250770,Amanda Martin,Female,52,South Korea,Korean,Data Analysis,4,50,2.5,0,84
FL250771,Anne Hamilton,Female,39,Turkey,Turkish,Web Development,20,100,2.5,1,89
FL250772,Heather Curtis,Female,54,Russia,Russian,Mobile Apps,19,30,4.0,1,90
FL250773,Tiffany Moses,Female,22,United States,English,Cybersecurity,1,20,4.8,0,87
FL250774,Jacqueline Moon,Female,29,South Africa,Afrikaans,Mobile Apps,8,50,0.0,0,77
FL250775,James Campbell,Male,23,Spain,Spanish,DevOps,3,30,1.6,1,72
FL250776,Melissa Vasquez,Female,58,Mexico,Spanish,DevOps,30,50,1.3,1,87
FL250777,Katherine Carlson,Female,56,China,Mandarin,Blockchain Development,3,40,4.1,1,89
FL250778,Adam Clay,Male,48,Turkey,Turkish,Web Development,19,40,1.5,0,87
FL250779,Amy Combs,Female,31,Russia,Russian,Mobile Apps,11,40,4.3,1,76
FL250780,Anthony Case,Male,44,Australia,English,Machine Learning,26,50,1.6,1,100
FL250781,Kimberly Brown,Female,42,Egypt,Arabic,Mobile Apps,10,100,3.7,1,94
FL250782,Joshua Holloway,Male,59,United States,English,Cybersecurity,17,50,1.4,1,64
FL250783,Cynthia Walton,Female,40,Argentina,Spanish,Blockchain Development,9,100,4.5,1,83
FL250784,Shawn Delgado,Male,21,China,Mandarin,Data Analysis,0,40,3.7,0,74
FL250785,Jeremy Smith,Male,53,United Kingdom,English,DevOps,5,75,1.1,0,92
FL250786,Marc Ortiz,Male,35,Argentina,Spanish,Mobile Apps,15,40,3.7,0,66
FL250787,Michelle Gregory,Female,25,Brazil,Portuguese,Machine Learning,3,50,3.2,1,74
FL250788,Melanie Gay,Female,23,Italy,Italian,UI/UX Design,1,30,5.0,0,97
FL250789,Brittany Lambert,Female,56,Egypt,Arabic,Graphic Design,13,30,0.0,1,77
FL250790,Mary Hernandez,Female,31,Mexico,Spanish,UI/UX Design,6,40,3.5,0,86
FL250791,Jonathan Jones,Male,24,United States,English,Cybersecurity,4,50,3.1,0,95
FL250792,Gina Williams,Female,35,Brazil,Portuguese,Cybersecurity,7,40,3.9,0,72
FL250793,Kelly Lawson,Female,20,Spain,Spanish,AI,1,40,3.5,0,71
FL250794,Keith Smith,Male,26,Australia,English,Data Analysis,5,100,2.5,1,93
FL250795,Christopher Hunter,Male,54,United Kingdom,English,DevOps,29,40,3.1,1,64
FL250796,Dwayne Parks,Male,53,Russia,Russian,Cybersecurity,12,100,4.7,1,87
FL250797,Mary Hall,Female,33,Canada,English,DevOps,4,40,1.9,0,73
FL250798,Jake Gilmore,Male,43,Netherlands,Dutch,Web Development,12,40,1.6,1,74
FL250799,Mark Lopez,Male,37,Canada,English,DevOps,3,20,2.5,0,62
FL250800,Dana Rice,Female,58,France,French,Data Analysis,15,20,3.5,1,98
FL250801,Beth Young,Female,39,Spain,Spanish,Mobile Apps,15,50,2.5,0,80
FL250802,Ryan Powell,Male,43,Turkey,Turkish,Graphic Design,13,20,1.2,1,69
FL250803,Amanda Fowler,Female,40,Spain,Spanish,Blockchain Development,20,30,2.5,0,90
FL250804,Lindsay Rivera,Female,51,United Kingdom,English,Machine Learning,30,75,2.5,1,74
FL250805,Mark Ward,Male,23,Germany,German,AI,4,50,4.5,0,98
FL250806,Amanda Smith,Female,31,Indonesia,Indonesian,Graphic Design,9,20,2.5,1,84
FL250807,Emily Brown,Female,44,Russia,Russian,Web Development,3,20,5.0,1,75
FL250808,Dwayne Cardenas,Male,56,Germany,German,Mobile Apps,23,75,3.9,1,64
FL250809,Dr. Rhonda Hernandez,Female,48,Australia,English,Cybersecurity,5,100,1.8,1,97
FL250810,Melody Barker,Female,46,Russia,Russian,Web Development,28,30,4.2,1,64
FL250811,Russell Carpenter,Male,21,Egypt,Arabic,AI,0,20,2.6,0,64
FL250812,Richard Hill,Male,52,Russia,Russian,Data Analysis,30,30,2.0,1,68
FL250813,Lindsay Potts,Female,39,Russia,Russian,Graphic Design,20,75,2.7,1,67
FL250814,Michelle Campbell,Female,31,Australia,English,Mobile Apps,0,30,2.3,0,79
FL250815,Alan Williams,Male,22,South Korea,Korean,UI/UX Design,4,40,3.8,1,100
FL250816,Robin Hinton,Female,38,United Kingdom,English,UI/UX Design,10,40,2.5,0,66
FL250817,Brian Holland,Male,44,Argentina,Spanish,Graphic Design,24,75,4.6,0,97
FL250818,Adam Stone,Male,53,Indonesia,Indonesian,Machine Learning,21,100,3.4,0,62
FL250819,Curtis Lambert,Male,22,China,Mandarin,Data Analysis,2,20,2.5,0,64
FL250820,Alexandra Sims,Female,40,India,Hindi,Blockchain Development,14,75,0.0,1,79
FL250821,Brenda Spencer,Female,49,China,Mandarin,Mobile Apps,15,40,3.9,0,86
FL250822,Joshua Bush,Male,30,Australia,English,UI/UX Design,11,30,4.2,0,65
FL250823,Erin Martin,Female,37,Japan,Japanese,AI,6,20,2.5,1,99
FL250824,Alexander Hogan,Male,21,Egypt,Arabic,Graphic Design,2,100,3.6,0,85
FL250825,William Harris,Male,20,South Korea,Korean,AI,1,50,2.5,1,81
FL250826,Michael Mcmahon,Male,20,China,Mandarin,Data Analysis,2,40,2.1,0,64
FL250827,Michael Watson,Male,20,Argentina,Spanish,Machine Learning,2,20,3.9,0,84
FL250828,Lori Perez,Female,26,Russia,Russian,Machine Learning,2,40,0.0,1,66
FL250829,Lindsay Le,Female,50,South Korea,Korean,Web Development,12,75,0.0,0,75
FL250830,Scott Long,Male,50,Spain,Spanish,AI,28,30,1.8,1,64
FL250831,Diana Ferguson,Female,54,Indonesia,Indonesian,AI,4,20,1.1,1,63
FL250832,Joseph Miller,Male,54,Spain,Spanish,Blockchain Development,3,20,1.6,1,70
FL250833,Julia Reid,Female,34,Egypt,Arabic,Machine Learning,4,30,3.1,1,90
FL250834,Samantha Matthews,Female,20,Italy,Italian,DevOps,1,50,3.4,1,79
FL250835,Brian Bailey,Male,29,Germany,German,AI,8,40,3.1,0,60
FL250836,Toni Hinton,Female,57,United Kingdom,English,DevOps,11,75,2.3,0,64
FL250837,Robin Ortiz,Female,36,Netherlands,Dutch,AI,8,40,2.5,0,80
FL250838,Adam Griffith,Male,51,South Korea,Korean,Web Development,32,50,3.2,0,88
FL250839,Daniel Roberson,Male,44,India,Hindi,UI/UX Design,4,30,0.0,0,80
FL250840,Dale Haynes,Male,58,Spain,Spanish,Cybersecurity,33,30,3.3,1,71
FL250841,Emily Scott,Female,38,South Africa,Afrikaans,Mobile Apps,14,40,1.1,1,76
FL250842,David Brown,Male,24,United States,English,UI/UX Design,6,30,4.6,1,93
FL250843,Stephanie Guzman,Female,30,Turkey,Turkish,Blockchain Development,5,30,2.5,0,64
FL250844,Maxwell Johnson,Male,25,Indonesia,Indonesian,Cybersecurity,3,75,2.5,0,83
FL250845,Reginald Stephens,Male,54,Indonesia,Indonesian,Mobile Apps,17,100,0.0,0,71
FL250846,Justin Jones,Male,54,Italy,Italian,Cybersecurity,9,20,0.0,1,96
FL250847,Kristine Garcia,Female,53,France,French,Graphic Design,16,40,0.0,0,64
FL250848,John Nguyen,Male,22,Russia,Russian,AI,3,75,3.4,1,65
FL250849,Anna Fleming,Female,23,Mexico,Spanish,Data Analysis,2,20,1.3,0,64
FL250850,Linda Williamson,Female,47,France,French,Cybersecurity,16,50,1.9,0,71
FL250851,Roy Wilson,Male,24,France,French,Web Development,6,50,1.4,1,63
FL250852,Jennifer Pierce,Female,57,India,Hindi,UI/UX Design,10,100,4.3,0,64
FL250853,Jason Johnson,Male,48,Spain,Spanish,Graphic Design,16,30,2.5,0,97
FL250854,Jasmine Lane,Female,21,Turkey,Turkish,UI/UX Design,0,100,4.3,0,64
FL250855,Evan Soto,Male,33,Japan,Japanese,AI,13,75,0.0,1,64
FL250856,Kevin Serrano,Male,41,Turkey,Turkish,DevOps,12,40,1.3,0,85
FL250857,Nathaniel Benson,Male,40,Australia,English,Cybersecurity,13,50,2.9,0,82
FL250858,Deanna Miles,Female,40,Mexico,Spanish,Graphic Design,22,40,4.3,0,95
FL250859,Beverly Roy,Female,20,United States,English,Graphic Design,1,40,2.7,0,94
FL250860,Heather Saunders,Female,42,Mexico,Spanish,Web Development,9,50,4.2,1,96
FL250861,Nicholas Guerrero,Male,32,Canada,English,Blockchain Development,12,40,0.0,1,63
FL250862,Christopher Johnson,Male,60,Japan,Japanese,AI,9,20,2.2,0,60
FL250863,Steven Flowers,Male,46,Egypt,Arabic,Machine Learning,12,50,4.7,1,77
FL250864,Marvin Woods III,Male,29,China,Mandarin,DevOps,0,30,0.0,0,63
FL250865,Michelle Cook,Female,39,Brazil,Portuguese,Mobile Apps,18,20,2.5,1,61
FL250866,Logan Zamora,Male,55,Russia,Russian,Mobile Apps,2,50,3.9,1,88
FL250867,Casey Roberts,Male,55,Turkey,Turkish,Cybersecurity,9,100,1.2,1,69
FL250868,Jerry Price,Male,40,Indonesia,Indonesian,Data Analysis,2,75,4.5,1,64
FL250869,Kelly Ellis,Female,56,China,Mandarin,UI/UX Design,35,40,2.7,1,82
FL250870,Caleb Guerra,Male,57,Mexico,Spanish,Mobile Apps,21,75,2.0,0,96
FL250871,Samantha Norman,Female,56,Russia,Russian,DevOps,3,40,1.7,0,71
FL250872,Sarah Clarke,Female,49,Germany,German,Mobile Apps,24,75,3.0,1,77
FL250873,Aaron Blair,Male,26,Spain,Spanish,Blockchain Development,9,75,2.1,1,64
FL250874,Courtney Burton,Female,36,South Korea,Korean,UI/UX Design,0,75,1.5,1,73
FL250875,Gerald Taylor,Male,20,Russia,Russian,Web Development,2,30,1.7,1,60
FL250876,Mary Ward,Female,40,Spain,Spanish,AI,9,40,1.2,1,67
FL250877,Mrs. Lisa Beard DVM,Female,30,India,Hindi,Mobile Apps,6,75,0.0,0,80
FL250878,Larry Wallace,Male,51,Australia,English,Graphic Design,21,20,2.5,1,64
FL250879,Jeremiah Thompson,Male,46,United States,English,UI/UX Design,24,40,3.3,1,87
FL250880,Mrs. Jessica Williams DVM,Female,25,South Korea,Korean,AI,6,20,2.1,0,64
FL250881,Martin Moreno,Male,53,Netherlands,Dutch,Web Development,32,50,2.5,1,64
FL250882,Yolanda Proctor,Female,50,Egypt,Arabic,Mobile Apps,31,100,2.9,1,89
FL250883,Allen Turner,Male,45,South Korea,Korean,AI,9,20,3.3,1,93
FL250884,Beth Huff,Female,48,Canada,English,Cybersecurity,24,100,4.8,1,84
FL250885,John Mckinney,Male,30,Indonesia,Indonesian,DevOps,9,100,4.5,1,78
FL250886,Sarah Ho,Female,33,Netherlands,Dutch,UI/UX Design,6,50,3.1,0,90
FL250887,Lindsey Wang,Female,50,United Kingdom,English,DevOps,11,40,4.9,1,88
FL250888,Margaret Schwartz,Female,24,Indonesia,Indonesian,Data Analysis,9,20,0.0,0,76
FL250889,Kyle Ray,Male,38,Italy,Italian,Web Development,14,75,1.5,0,62
FL250890,Isaac Hebert,Male,56,Japan,Japanese,DevOps,2,75,2.4,0,64
FL250891,Michele Jones,Female,41,Russia,Russian,DevOps,2,100,4.5,0,75
FL250892,Austin Allen,Male,40,Italy,Italian,UI/UX Design,11,100,2.5,1,80
FL250893,Haley Castro,Female,42,Germany,German,Graphic Design,13,30,3.3,1,63
FL250894,David Armstrong,Male,26,India,Hindi,Blockchain Development,7,75,3.0,1,84
FL250895,Wendy Mitchell,Female,44,Canada,English,Cybersecurity,25,75,2.7,1,78
FL250896,Anthony Hernandez,Male,46,Canada,English,Graphic Design,20,20,1.2,0,74
FL250897,Erica Johnson,Female,36,United States,English,UI/UX Design,8,50,4.3,0,90
FL250898,Randall Barrett,Male,26,Netherlands,Dutch,AI,6,40,1.3,0,64
FL250899,Nathan Huff,Male,21,Germany,German,UI/UX Design,3,50,4.6,1,64
FL250900,Robin Walsh,Female,39,Indonesia,Indonesian,UI/UX Design,18,50,2.1,0,75
FL250901,Yvonne Robinson,Female,37,United States,English,Blockchain Development,18,40,4.5,0,72
FL250902,Kathleen Hendrix,Female,47,Russia,Russian,UI/UX Design,3,40,4.4,1,92
FL250903,Jennifer Baker,Female,53,Russia,Russian,Graphic Design,32,20,0.0,0,64
FL250904,Kim Martinez,Female,53,Argentina,Spanish,Mobile Apps,19,20,1.3,0,64
FL250905,Andrew Little,Male,21,India,Hindi,Data Analysis,2,50,2.6,0,86
FL250906,Kelly Shelton,Female,35,United Kingdom,English,Blockchain Development,0,40,2.5,1,85
FL250907,Steven Duncan,Male,31,Argentina,Spanish,Machine Learning,13,40,1.2,0,62
FL250908,Kristen Haney,Female,55,South Korea,Korean,AI,2,30,3.1,1,91
FL250909,Kathy Reese,Female,59,Turkey,Turkish,Web Development,11,75,2.3,1,80
FL250910,Steven Murphy,Male,59,France,French,Cybersecurity,17,100,4.0,0,72
FL250911,William Hartman,Male,47,India,Hindi,Blockchain Development,10,75,1.9,1,64
FL250912,Sonya Haley,Female,53,South Africa,Afrikaans,Machine Learning,26,75,2.4,1,64
FL250913,Robert Evans,Male,49,South Africa,Afrikaans,Data Analysis,9,30,2.5,1,74
FL250914,Patricia Richardson,Female,50,South Africa,Afrikaans,Mobile Apps,8,50,3.7,1,82
FL250915,Carolyn Lopez,Female,59,South Korea,Korean,Machine Learning,22,100,1.1,0,85
FL250916,Kyle Burns,Male,33,Turkey,Turkish,Data Analysis,8,75,2.3,1,68
FL250917,Margaret Garcia,Female,45,Canada,English,Web Development,22,40,3.7,1,99
FL250918,Brittany Barker,Female,36,Italy,Italian,Graphic Design,14,30,1.9,0,62
FL250919,Paul Campbell,Male,46,South Africa,Afrikaans,UI/UX Design,6,30,1.5,0,64
FL250920,Amy Morrow,Female,53,Turkey,Turkish,Graphic Design,14,30,0.0,0,83
FL250921,Amy Fitzgerald,Female,24,United States,English,Web Development,2,30,3.6,1,92
FL250922,Anita Becker,Female,49,Spain,Spanish,DevOps,4,75,2.1,1,85
FL250923,Mrs. Amy Brooks,Female,49,South Korea,Korean,AI,4,75,2.9,0,64
FL250924,Lori Marshall,Female,49,South Korea,Korean,Mobile Apps,24,100,3.6,1,64
